project_id,project_name,sector,ministry,state,district,implementing_agency,sanctioned_cost,revised_cost,actual_expenditure,sanctioned_duration,actual_duration,start_date,expected_end_date,revised_end_date,physical_progress,financial_progress,contractor_name,revision_count,funding_source,land_acquisition_status,environment_clearance,forest_clearance,utility_shifting_status,tender_type,no_of_extensions,last_inspection_date,inspection_score,disputes_count,cost_overrun_flag,time_overrun_flag,cost_overrun_pct,time_overrun_pct,risk_score,risk_category
PROJ-619097,Thalassery Mahe Bypass Km 170.600 to Km 189.200 of NH-17New NH-66 in Kerala,Roads & Highways,Ministry of Road Transport & Highways,Kerala,Thiruvananthapuram,NHAI,1181.0,1573.18,1534.73,33,108,2017-09-09,2020-05-31,2026-08-31,100.0,97.56,PNC Infratech Ltd,2,Central,Complete,Obtained,Not Required,Not Started,Single,5,2026-05-22,5.2,0,1,1,33.21,227.27,59.2,Medium
PROJ-619165,Thanamcherla-Jamandlapally 2LPS,Roads & Highways,Ministry of Road Transport & Highways,Jammu and Kashmir,Srinagar,NHAI,177.0,18.65,8.3,111,157,2013-11-19,2023-02-07,2026-12-31,100.0,4.69,PNC Infratech Ltd,3,Central,Not Started,Obtained,Pending,Partial,Single,4,2026-02-23,4.3,0,0,1,0.0,41.44,34.4,Low
PROJ-619094,Thorapalli - Agraharam - Jittandahalli Section from km 23.350 to km 60.100 [Hosur to Dhamrapuri Pkg-2],Roads & Highways,Ministry of Road Transport & Highways,Arunachal Pradesh,Pasighat,NHAI,1244.0,1272.11,827.88,58,95,2019-02-14,2023-12-06,2026-12-31,78.0,65.08,IRB Infrastructure Developers,2,State,Partial,Obtained,Pending,Complete,Limited,2,2026-05-26,6.4,3,0,1,2.26,63.79,44.8,Medium
PROJ-618605,Thuravoor Thekku-Paravoor,Roads & Highways,Ministry of Road Transport & Highways,Ladakh,Leh,NHAI,2879.0,2638.67,2514.83,36,69,2021-09-06,2024-09-12,2027-05-31,81.0,87.35,Shapoorji Pallonji Co,1,Central,Complete,Obtained,Obtained,Partial,Open,1,2026-06-02,6.2,0,0,1,0.0,91.67,38.0,Medium
PROJ-617889,Treatment of landslide zone from location no. 01 to 28 km 62.860 to 152.750 on NH-12509 in the State of Uttarakhand under EPC mode in NHO Annual Plan 2022-23,Roads & Highways,Ministry of Road Transport & Highways,Uttarakhand,Dehradun,MoRTH,192.0,192.0,0.0,20,45,2022-11-02,2024-06-20,2026-07-31,98.0,0.0,IRB Infrastructure Developers,2,Central,Not Started,Pending,Obtained,Partial,Open,4,2026-01-26,5.2,3,0,1,0.0,125.0,49.1,Medium
PROJ-619071,Tumkur - Nelamangala 6L,Roads & Highways,Ministry of Road Transport & Highways,Tripura,Agartala,NHAI,2032.0,1664.2,1086.24,54,73,2021-03-04,2025-08-25,2027-03-31,61.0,53.46,Afcons Infrastructure,1,Externally Aided,Not Started,Pending,Pending,Partial,Open,4,2026-05-31,6.0,1,0,1,0.0,35.19,31.3,Low
PROJ-619220,Tumkur-Shimoga Pkg-III from Km 121.900 Banawara to Km 170.415 Bettadahalli of Old NH-206,Roads & Highways,Ministry of Road Transport & Highways,Himachal Pradesh,Dharamshala,NHAI,1444.0,1834.81,872.97,60,106,2018-02-27,2023-03-14,2026-12-31,98.0,47.58,IRB Infrastructure Developers,4,State,Not Started,Obtained,Not Required,Not Started,Open,2,2026-06-03,6.0,0,1,1,27.06,76.67,60.3,Medium
PROJ-618512,Tunnel at Khambataki Ghat Section and its approaches from existing Km. 771.730 to existing Km. 782.000,Roads & Highways,Ministry of Road Transport & Highways,Meghalaya,Jowai,NHAI,907.0,816.12,686.79,52,108,2017-11-07,2022-02-27,2026-10-31,89.0,75.72,Patel Engineering,1,Externally Aided,Partial,Pending,Pending,Complete,Single,3,2026-01-29,4.9,3,0,1,0.0,107.69,46.4,Medium
PROJ-618255,Two laning with paved shoulders of Lambasingi to Paderusection of NH 516E,Roads & Highways,Ministry of Road Transport & Highways,Kerala,Kollam,MoRTH,361.0,358.05,145.94,67,83,2020-04-17,2025-11-02,2027-03-31,57.0,40.43,Tata Projects Ltd,2,Central,Complete,Pending,Obtained,Not Started,Single,2,2026-07-10,5.2,0,0,1,0.0,23.88,19.9,Low
PROJ-617937,Udgir Raavi Degloor Aadampur phata to Sagroli fata,Roads & Highways,Ministry of Road Transport & Highways,Rajasthan,Jaipur,MoRTH,810.0,810.0,0.93,40,40,2024-11-29,2028-04-12,2028-04-12,12.0,0.11,Larsen & Toubro Ltd,1,Externally Aided,Complete,Obtained,Obtained,Complete,Limited,1,2026-03-20,7.5,0,0,0,0.0,0.0,8.0,Low
PROJ-618954,Umagaon - Saharsa Package - I Combined Umagaon-Kaluahi0.000KM to 21.609Km of NH227LSaharghat-Rahika0.000 Km to 26.130KM of NH227JRahika-Rampatti 0.00 KM to 15.00KM of NH527ABideshwarsthan-Bheja0.000KM to 25.915KM of NH527A.,Roads & Highways,Ministry of Road Transport & Highways,Manipur,Imphal,NHAI,1473.0,1703.02,644.37,58,58,2022-08-20,2027-07-01,2027-07-01,24.0,37.84,Dilip Buildcon Ltd,3,Central,Partial,Pending,Pending,Complete,Limited,1,2026-07-06,4.1,3,1,0,15.62,0.0,26.2,Low
PROJ-618953,Umagaon-Saharsa Package-IV Koshi Bridge & approach Road - Bheja-Bakaur,Roads & Highways,Ministry of Road Transport & Highways,Goa,Vasco da Gama,NHAI,1200.0,1223.94,1312.28,54,98,2019-02-01,2023-08-11,2027-03-31,92.0,100.0,Patel Engineering,2,Externally Aided,Complete,Obtained,Pending,Complete,Open,3,2026-04-15,6.5,1,0,1,2.0,81.48,45.5,Medium
PROJ-619166,Umagaon-Saharsa Package-V Bakaur-Parsarma-Bangaon-Bariyahi & Spur to Mahishi,Roads & Highways,Ministry of Road Transport & Highways,West Bengal,Howrah,NHAI,768.0,968.42,509.32,38,47,2022-10-07,2025-12-14,2026-08-30,100.0,52.59,Shapoorji Pallonji Co,2,Central,Not Started,Obtained,Pending,Partial,Single,1,2026-08-03,6.5,0,1,1,26.1,23.68,34.6,Low
PROJ-618108,Up-gradation and strengthening to 2lanePS from Km 95/500 to km 129/775 of Nh 168G Idar-Bhiloda-Samlaji in the state of Gujarat Length 34.275 km,Roads & Highways,Ministry of Road Transport & Highways,Gujarat,Ahmedabad,MoRTH,237.0,237.0,41.55,38,50,2022-09-30,2025-12-06,2026-12-06,64.0,17.53,Patel Engineering,4,Externally Aided,Not Started,Pending,Pending,Partial,Single,5,2026-06-28,4.4,3,0,1,0.0,31.58,34.7,Low
PROJ-617906,Up-gradation of Dhoraji-Jamkandorna-Kalavad Section of NH-927D from Design Chainage km 0/00 to km 58/115 to Two lane with PS configuration in the State of Gujarat on EPC,Roads & Highways,Ministry of Road Transport & Highways,Gujarat,Ahmedabad,MoRTH,247.0,291.19,0.0,51,51,2022-10-14,2027-01-24,2027-01-24,35.0,0.0,Tata Projects Ltd,2,Externally Aided,Not Started,Obtained,Not Required,Not Started,Open,3,2026-03-30,4.5,2,1,0,17.89,0.0,22.5,Low
PROJ-618021,Up-gradation of Pichhore- Dinara section of NH-346 from Km 292.750 to 334.550 to two lane with paved shoulders in the state of Madhya Pradesh on EPC mode,Roads & Highways,Ministry of Road Transport & Highways,Madhya Pradesh,Bhopal,MoRTH,426.0,426.0,0.0,40,40,2024-02-01,2027-06-02,2027-06-02,37.0,0.0,Ashoka Buildcon Ltd,0,PPP,Partial,Obtained,Not Required,Complete,Limited,0,2026-03-07,8.9,0,0,0,0.0,0.0,8.0,Low
PROJ-618092,Up-gradation to 2 lane with paved shoulder from Neechli Oden Nathdwara at Design Km 88.800 existing km 55.95 to Bhatewar at Design Km 142.028 existing km 0.00 of NH-162E in the State of Rajasthan on EPC mode.,Roads & Highways,Ministry of Road Transport & Highways,Rajasthan,Jaipur,MoRTH,607.0,607.0,304.62,43,43,2023-02-27,2026-10-04,2026-10-03,64.0,50.18,Adani Infra Ltd,0,Externally Aided,Complete,Not Required,Obtained,Complete,Single,0,2026-02-23,8.6,0,0,0,0.0,0.0,8.0,Low
PROJ-619010,Up-gradation to 2 lane with paved shoutders of Pawlrang - Rulchawm section- of NH-102B of Aizawl - Imphal Economic Corridor from Existing Chainage km 72.030 to km 104.129 including 2.459 km re-alignment section from Tuivai River to Rulchawm connecting km 48.150 of NH-6 [Design Chainage km 68.170 to km 98.579] in the State of Mizoram under Bharatmala Pariyojna on EPC mode under NHO-NE Package-3 Keifang- Tuivai Pkg-3,Roads & Highways,Ministry of Road Transport & Highways,Manipur,Imphal,NHIDCL,501.0,501.0,443.61,41,55,2021-12-13,2025-05-08,2026-07-20,100.0,88.54,Megha Engineering (MEIL),2,Central,Complete,Obtained,Not Required,Partial,Open,3,2026-01-27,4.3,2,0,1,0.0,34.15,24.8,Low
PROJ-618394,Up-gradation to 2-lane with Paved Shoulder from Km 12.850 to Km20.300 of 7.450Km length on Goha-Khellani section and a link road to Goha village of 2.016 km on NH-244 in UT of Jammu and Kashmir on EPC Mode Pkg-1,Roads & Highways,Ministry of Road Transport & Highways,Jammu and Kashmir,Jammu,NHIDCL,228.0,225.37,182.21,21,76,2020-07-14,2022-04-01,2026-10-31,94.0,79.92,IRCON International,2,Central,Not Started,Obtained,Not Required,Not Started,Open,5,2026-06-29,7.1,1,0,1,0.0,261.9,47.8,Medium
PROJ-618398,Up-gradation to 2-lane with Paved Shoulder from Km 20.300 to Km 29.030 of 8.730 Km length on Goha-Khellani section on NH-244 in UT of Jammu and Kashmir on EPC Mode Package II,Roads & Highways,Ministry of Road Transport & Highways,Jammu and Kashmir,Jammu,NHIDCL,211.0,211.0,190.27,21,72,2020-07-14,2022-04-01,2026-06-30,97.0,90.18,Patel Engineering,3,Central,Partial,Pending,Obtained,Not Started,Limited,4,2026-01-23,6.7,2,0,1,0.0,242.86,48.8,Medium
PROJ-618049,Up-gradation to 2/4 lane with paved shoulder configuration of NH-652 from Tuljapur Naldurg-Akkalkot road Chainage from Km. 00.000 to km 30.982 in the State of Maharashtra on EPC mode.,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,MoRTH,183.0,183.0,64.95,28,30,2024-03-14,2026-07-08,2026-08-30,98.0,35.49,NCC Limited,1,Externally Aided,Complete,Obtained,Obtained,Complete,Open,0,2026-01-08,9.2,0,0,0,0.0,7.14,8.0,Low
PROJ-618406,Up-gradation to 4-lane with Paved Shoulder of Jammu-Akhnoor road section of NH-144A from Ganesh Vihar Km 6.000 to Khati Chowk Km 26.350 in UT of Jammu and Kashmir on EPC basis Pkg-3A,Roads & Highways,Ministry of Road Transport & Highways,Jammu and Kashmir,Jammu,NHIDCL,322.0,322.0,398.19,40,105,2018-03-14,2021-07-11,2026-11-30,92.0,100.0,GMR Infrastructure,1,PPP,Complete,Pending,Obtained,Partial,Limited,4,2026-04-10,4.7,3,0,1,0.0,162.5,46.3,Medium
PROJ-618766,Up-gradation to Four Lane with Paved Shoulder configuration of the highway starting from existing km 88.400 Savali Vihir to km 163.400 start of Ahmednagar bypass Design Length 75.000 km section of NH-160 in the State of Maharashtra under Bharatmala Pariyojana on EPC Mode,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,NHAI,862.0,617.93,298.45,30,30,2024-10-28,2027-04-29,2027-04-29,49.0,34.62,IRB Infrastructure Developers,0,Central,Complete,Obtained,Obtained,Complete,Open,0,2026-06-19,7.3,0,0,0,0.0,0.0,8.0,Low
PROJ-618024,Up-gradation to two lane with paved shoulder configuration of NH-354 Section Arifkes-Ferozepur-Muktsar-Malaut from Km 201.500 to Km 212.500 & Km 229.690 to Km 269.960 and strengthening of existing pavement from Km 212.500 to Km 229.690 excluding Km 218.500 to 223.690 of NH-354 on EPC Mode in the State of Punjab. Job No. NH-354-PB-2020-21-532,Roads & Highways,Ministry of Road Transport & Highways,Punjab,Ludhiana,MoRTH,263.0,263.0,0.0,49,67,2021-03-12,2025-04-15,2026-09-30,83.0,0.0,Afcons Infrastructure,4,Central,Complete,Pending,Not Required,Partial,Single,3,2026-03-16,5.3,1,0,1,0.0,36.73,29.4,Low
PROJ-617971,Up-gradation to Two/Four lane with paved shoulder Configuration of Kondagaon- Narayanpur from design ch. 0.00 - 48.693 Design Length 47.493 Km. 1.20 Km. retained on NH-130D under EPC mode in the State Chhattisgarh.,Roads & Highways,Ministry of Road Transport & Highways,Chhattisgarh,Raipur,MoRTH,322.0,322.0,1.14,51,51,2022-12-29,2027-03-16,2027-03-16,70.0,0.35,Larsen & Toubro Ltd,0,PPP,Complete,Obtained,Obtained,Partial,Open,0,2026-03-25,8.0,1,0,0,0.0,0.0,8.0,Low
PROJ-618022,Upgradation to two lane with paved Shoulder Configuaration from Km. 0/00 to 47/000 of NH 351 Mahuva to Badhada section in the State of Gujarat,Roads & Highways,Ministry of Road Transport & Highways,Gujarat,Ahmedabad,MoRTH,173.0,219.08,22.63,33,49,2022-12-06,2025-08-22,2026-12-31,77.0,10.33,NCC Limited,3,Central,Partial,Pending,Obtained,Not Started,Open,1,2026-02-04,5.0,2,1,1,26.64,48.48,50.4,Medium
PROJ-618511,Upgradation & rehabilitation of Service Roads on both sides in urban areas of Pune City on PuneSatara section of NH48,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Pune,NHAI,605.0,388.78,66.39,29,29,2025-01-12,2027-06-16,2027-06-16,24.0,10.97,Ashoka Buildcon Ltd,0,Externally Aided,Complete,Obtained,Not Required,Complete,Limited,0,2026-03-26,8.7,0,0,0,0.0,0.0,8.0,Low
PROJ-618019,Upgradation & widening of Jharkheda- Berasia - Dholkhedi from design km 0000 to km 87900 Design length 87.90km of NH-346 including 3 nos. bypasses of 13.10 Km in the State of Madhya Pradesh under EPC mode.,Roads & Highways,Ministry of Road Transport & Highways,Madhya Pradesh,Bhopal,MoRTH,365.0,365.0,200.67,38,55,2022-03-15,2025-05-19,2026-09-30,91.0,54.98,Ashoka Buildcon Ltd,4,Central,Partial,Pending,Not Required,Not Started,Single,2,2026-01-20,3.7,2,0,1,0.0,44.74,37.3,Medium
PROJ-619155,Upgradation and 4L of Haridwar Bypass from Km 0.000 Km 188.100 of NH-58 to Km. 15.100 Km 5.100 of NH 74 PKg-1,Roads & Highways,Ministry of Road Transport & Highways,Uttarakhand,Haridwar,NHAI,1603.0,1423.89,770.27,35,60,2021-11-22,2024-10-29,2026-11-30,80.0,48.05,GMR Infrastructure,4,Externally Aided,Not Started,Obtained,Pending,Not Started,Single,2,2026-06-05,6.0,1,0,1,0.0,71.43,49.4,Medium
PROJ-618043,Upgradation and reconstruction of Dindori - Mandla Section of NH 543 from Km 77100 Design to Km 170580 Design Total length 93.48km to Two lane with paved shoulder configuration along with One time improvement in 04 nos of bypassed built-up areas in a total length of 7.23 km in the state of Madhya Pradesh on EPC mode,Roads & Highways,Ministry of Road Transport & Highways,Madhya Pradesh,Bhopal,MoRTH,492.0,523.71,0.0,52,54,2022-03-28,2026-07-28,2026-09-30,88.0,0.0,IRB Infrastructure Developers,0,Central,Complete,Obtained,Obtained,Complete,Open,1,2026-07-12,9.2,0,0,0,6.45,3.85,8.0,Low
PROJ-618036,Upgradation and reconstruction of existing intermediate lane to two Lane with paved shoulder configuration from km. 43.00 Barna River to km. 77.00 ken river length 34.00 km. on Gulganj-Amanganj-Pawai-Katni NH43 Extn. along with One time improvement in 01 no. of bypassed built-up area in a total length of 1.585 km in the state of Madhya Pradesh on EPCmode.,Roads & Highways,Ministry of Road Transport & Highways,Madhya Pradesh,Bhopal,MoRTH,316.0,316.0,0.0,44,48,2023-03-24,2026-11-25,2027-03-31,43.0,0.0,Dilip Buildcon Ltd,0,PPP,Complete,Obtained,Obtained,Complete,Limited,0,2026-04-01,7.6,0,0,0,0.0,9.09,8.0,Low
PROJ-617914,Upgradation and reconstruction of Shahpura-Dindori Section of NH 45 from Km 103.700 Design to Km 164.580 Design including 3 bypasses Total length 60.88km to Two lane with paved shoulder configuration along with One time improvement in 03 nos of bypassed built-up areas in a total length of 12.341 km in the State of Madhya Pradesh on EPC mode,Roads & Highways,Ministry of Road Transport & Highways,Madhya Pradesh,Bhopal,MoRTH,241.0,250.09,50.78,45,64,2022-03-14,2025-12-11,2027-06-30,41.0,20.3,IRB Infrastructure Developers,1,State,Complete,Obtained,Not Required,Partial,Open,4,2026-07-28,6.5,2,0,1,3.77,42.22,30.3,Low
PROJ-618967,Upgradation and Strengthening of Chenani to Nashri Section via Patnitop of NH244 from Km 0.000 to Km 39.100,Roads & Highways,Ministry of Road Transport & Highways,West Bengal,Bagdogra,NHAI,295.0,295.06,176.25,29,37,2024-03-06,2026-08-05,2027-03-31,65.0,59.73,Tata Projects Ltd,4,PPP,Complete,Pending,Pending,Not Started,Limited,1,2026-07-09,4.2,0,0,1,0.02,27.59,25.2,Low
PROJ-618754,Upgradation of 2L/4L with Paved Shoulder of Shirwal-Lonand Section from KM 159900 To KM 188025 of NH-965DD Section I and 2L With Paved Shoulder of Lonand-Satara Section from KM 51500 To KM 96246 Of NH-965D Section II in Satara District in the State of Maharashtra on EPC Mode under NHO-,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,NHAI,538.0,307.24,160.77,27,27,2025-03-06,2027-06-20,2027-06-20,44.0,29.88,Megha Engineering (MEIL),0,PPP,Complete,Obtained,Not Required,Complete,Single,0,2026-08-08,7.2,0,0,0,0.0,0.0,8.0,Low
PROJ-619270,"Upgradation of 6 laned Jaipur- Kishangarh section of NH-48 from km 274100 to 363885 involving construction of flyovers and Service road in Rajasthan On Engineering, Procurement & Construction EPC Mode",Roads & Highways,Ministry of Road Transport & Highways,Rajasthan,Jaipur,NHAI,911.0,911.0,0.0,34,34,2026-03-13,2029-01-08,2028-08-01,0.0,0.0,Shapoorji Pallonji Co,1,PPP,Complete,Obtained,Obtained,Complete,Limited,0,2026-06-26,8.0,0,0,0,0.0,0.0,8.0,Low
PROJ-618016,"Upgradation of Ambikapur Ramanujganj - Garhwa Road NH 343 of Package-I, Rajpuri Khurd Village to Padih Village section from existing km 7.830 to km 57.650 Design Ch. 13.700 to Ch. 62.700 of total length 49.00 km to two lane with paved shoulders under EPC mode in the state of Chhattisgarh",Roads & Highways,Ministry of Road Transport & Highways,Chhattisgarh,Raipur,MoRTH,397.0,397.0,76.67,62,62,2022-03-24,2027-05-26,2027-05-26,28.0,19.31,Dilip Buildcon Ltd,0,PPP,Complete,Obtained,Obtained,Complete,Limited,0,2026-05-10,8.6,0,0,0,0.0,0.0,8.0,Low
PROJ-618014,"Upgradation of Ambikapur-Ramanujganj-Garwa road of NH-343, Package-III, Badki mahri village to Ramanujganj section from existing km 80.600 to km 110.330 Design Ch. 85.370 to Ch. 114.800 of total length 29.430 km to two lane with paved shoulders udner corridor scheme under EPC Mode in the of Chhattisgarh",Roads & Highways,Ministry of Road Transport & Highways,Chhattisgarh,Raipur,MoRTH,199.0,199.0,53.0,55,55,2022-03-24,2026-10-31,2026-10-31,39.0,26.63,Tata Projects Ltd,0,Externally Aided,Complete,Obtained,Obtained,Complete,Open,0,2026-05-25,9.0,1,0,0,0.0,0.0,8.0,Low
PROJ-618018,Upgradation of Bilaspur-Takhatpur-Mungeli-Pandariya-Pondi Road on N.H.-130A Package IIIA Takhatpur By-pass from existing Ch. 26.542 to 32.093 [Design Ch. 18.700 to 25.900] & Mungeli By-pass from existing Ch. 45.786 to 56.275 [Design Ch. 29.600 to 51.600] and Package IIIB Pandariya By-Pass from existing Ch. 82.582 to 87.133 [Design Ch. 77.900 to 81.1000 & Pondi By-pass from existing Ch. 103.166 to 104.756 [Design Ch. 97.000 to 103.395] to two lane with paved shoulder configuration in the,Roads & Highways,Ministry of Road Transport & Highways,Chhattisgarh,Bilaspur,MoRTH,351.0,351.0,11.63,40,57,2022-03-25,2025-07-17,2026-12-31,11.0,3.31,Larsen & Toubro Ltd,2,Externally Aided,Partial,Pending,Pending,Complete,Open,4,2026-08-15,5.4,1,0,1,0.0,42.5,34.2,Low
PROJ-618098,"Upgradation of exhisting 2 lane flexible pavement to 2 lane paved shoulders rigid pavement from design chainage Km 66.00 to Design Km 82.440 Start of Kolhapur Municipal corporation near Phulewadi to kale, design length 16.440 Km section on Talere Gaganbawada-Kolhapur road NH 166G in the state of Maharashtra on EPC mode",Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,MoRTH,168.0,168.0,0.0,37,65,2021-03-31,2024-05-13,2026-08-30,94.0,0.0,Megha Engineering (MEIL),4,Externally Aided,Not Started,Obtained,Not Required,Not Started,Single,3,2026-06-09,5.1,2,0,1,0.0,75.68,49.8,Medium
PROJ-619297,Upgradation of Existing Two Lane Carriageway to Two Lane Carriageway with Paved Shoulder from Ch. 665686 Existing Km. 665.686 in Khanpur Village in Vansda Taluka to Ch. 710470 Existing Km. 710.483 in Karvad Village in Vapi Taluka Length 44.784 Km Section of NH-56 in the State of Gujarat on EPC Mode,Roads & Highways,Ministry of Road Transport & Highways,Gujarat,Ahmedabad,NHAI,647.0,647.0,9.24,29,29,2026-02-19,2028-07-20,2027-01-31,0.0,1.43,Patel Engineering,0,PPP,Complete,Obtained,Obtained,Complete,Limited,0,2026-07-08,7.2,0,0,0,0.0,0.0,8.0,Low
PROJ-618158,"Upgradation of Goras to Shyampur Road section of NH-552 Ext., from Design Chainge 48.400 to 111.800 Km Total length 63.40 km to two lane with paved shoulder configuration along with One time improvement of 8.91 km in the state of Madhya Pradesh on EPC mode",Roads & Highways,Ministry of Road Transport & Highways,Madhya Pradesh,Bhopal,MoRTH,417.0,417.0,0.0,45,45,2023-03-27,2026-12-30,2026-12-30,17.0,0.0,Afcons Infrastructure,1,State,Complete,Obtained,Obtained,Complete,Open,0,2026-03-02,9.2,0,0,0,0.0,0.0,8.0,Low
PROJ-618015,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-I, from design chainage km 237.860 to km 273.200 of length 35.340 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",Roads & Highways,Ministry of Road Transport & Highways,Chhattisgarh,Raipur,MoRTH,225.0,228.93,83.75,45,57,2022-03-31,2026-01-06,2026-12-31,60.0,36.58,IRB Infrastructure Developers,3,Externally Aided,Not Started,Obtained,Not Required,Partial,Single,3,2026-05-07,4.9,2,0,1,1.75,26.67,27.5,Low
PROJ-618017,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-II, from design chainage km 278.75 to km 321.348 of length 42.598 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",Roads & Highways,Ministry of Road Transport & Highways,Chhattisgarh,Raipur,MoRTH,286.0,286.0,92.75,45,57,2022-03-31,2026-01-06,2026-12-31,60.0,32.43,IRB Infrastructure Developers,1,State,Complete,Pending,Obtained,Not Started,Open,3,2026-03-13,4.1,0,0,1,0.0,26.67,20.8,Low
PROJ-618107,Upgradation of Mehsana-Visnagar-vadnagar-Kheralu-Idar section from km 0/00 to 81/300 of NH 168G Mehsana to Idar in the State of GujaratTotal Length 81.300 Km on Hybrid Annuity Mode HAM,Roads & Highways,Ministry of Road Transport & Highways,Gujarat,Ahmedabad,MoRTH,1155.0,1155.0,421.58,52,52,2024-02-26,2028-06-17,2028-06-19,23.0,36.5,Ashoka Buildcon Ltd,0,Central,Complete,Obtained,Obtained,Complete,Open,0,2026-06-26,8.8,0,0,0,0.0,0.0,8.0,Low
PROJ-618085,Upgradation of Nasrullagani-Rehti-Budhni Scction to 2-lane with paved shoulder from Km 0150 to Km 50500 of NH-146B in the state of Madhya Pradesh on EPC mode.,Roads & Highways,Ministry of Road Transport & Highways,Madhya Pradesh,Bhopal,MoRTH,305.0,293.74,0.0,35,59,2021-12-06,2024-10-25,2026-10-31,92.0,0.0,Larsen & Toubro Ltd,3,PPP,Partial,Pending,Pending,Complete,Limited,4,2026-02-23,5.2,1,0,1,0.0,68.57,47.7,Medium
PROJ-619007,Upgradation of Sarvardewla to Pal MP/MH Border Road section of NH-347 C from Design Chainge km 81.600 to 137.400 Total length 55.80 km to two lane with paved shoulder configuration along with One time improvement of 1 .95 km in the State of Madhya Pradesh on EPC mode.,Roads & Highways,Ministry of Road Transport & Highways,Madhya Pradesh,Bhopal,MoRTH,461.0,461.0,2.77,57,57,2023-03-27,2028-01-02,2028-01-02,0.0,0.6,NCC Limited,0,Central,Complete,Obtained,Not Required,Complete,Open,1,2026-03-13,8.0,0,0,0,0.0,0.0,8.0,Low
PROJ-618044,Upgradation of Shahdol- Sagartola Section of NH 543 from km 0000 to km 69400 to 2 lane with paved shoulders under Hybrid Annuity Mode HAM in the State of Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,Madhya Pradesh,Sagar,MoRTH,851.0,851.0,0.0,50,50,2024-02-01,2028-03-24,2028-03-24,0.0,0.0,Tata Projects Ltd,0,State,Complete,Obtained,Not Required,Complete,Open,0,2026-01-07,8.5,0,0,0,0.0,0.0,8.0,Low
PROJ-618219,Upgradation to 2-lane with Hard shoulder configuration of Suraithota Ch. 29.725 km to Malari Ch. 60.550 km road on NH- 107B under in the state of Uttarakhand.,Roads & Highways,Ministry of Road Transport & Highways,Uttarakhand,Dehradun,MoRTH,293.0,293.0,0.0,43,50,2022-10-20,2026-05-09,2026-12-31,77.0,0.0,Patel Engineering,2,State,Partial,Obtained,Not Required,Partial,Single,4,2026-07-29,7.2,0,0,1,0.0,16.28,16.5,Low
PROJ-618117,Upgradation to 2-Lane with Paved Shoulder from Design Km 36300 to Design Chainage 47918 and from Design Ch 69900 to Design Ch 83940 of NH-248A Natni Ka Bara in the State of Rajasthan on EPC Mode.,Roads & Highways,Ministry of Road Transport & Highways,Rajasthan,Jaipur,MoRTH,155.0,155.0,15.13,27,30,2024-02-21,2026-05-29,2026-08-28,23.0,9.76,Larsen & Toubro Ltd,0,State,Complete,Obtained,Obtained,Complete,Open,0,2026-03-21,7.1,0,0,0,0.0,11.11,8.0,Low
PROJ-618787,"Upgradation to 4L PS from Bhimasar, Junction of NH-41 to Anjar- Bhuj upto Airport Junction from Km 0.000 to Km 65.478 of NH-341",Roads & Highways,Ministry of Road Transport & Highways,Gujarat,Dholera,NHAI,1373.0,1687.25,837.85,40,61,2022-03-11,2025-06-29,2027-03-31,96.0,49.66,Patel Engineering,4,Central,Not Started,Pending,Not Required,Complete,Single,5,2026-07-11,6.6,1,1,1,22.89,52.5,54.9,Medium
PROJ-617972,Upgradation to Two lane with Paved Shoulder Configuration of Narayanpur Kasturmeta pkg-II from design ch. 48.693 to 70.453 design length21.760 Km. on NH-130D under EPC mode in the state of Chhattisgarh.,Roads & Highways,Ministry of Road Transport & Highways,Chhattisgarh,Raipur,MoRTH,201.0,201.0,0.0,41,41,2022-12-29,2026-06-13,2026-06-13,0.0,0.0,Ashoka Buildcon Ltd,1,Central,Complete,Obtained,Obtained,Complete,Single,0,2026-05-28,9.5,1,0,0,0.0,0.0,8.0,Low
PROJ-619009,Upgradation to Two Lane with Paved Shoulders from Km 0.000 to Km 41.920 Green Field Alignment of Gowrelly to Valigonda Section of NH-930P in the State of Telangana on EPC Mode under Annual Plan 2022-23,Roads & Highways,Ministry of Road Transport & Highways,Telangana,Hyderabad,MoRTH,690.0,690.0,0.0,65,65,2022-11-28,2028-04-30,2028-03-31,0.0,0.0,Tata Projects Ltd,0,PPP,Complete,Obtained,Obtained,Complete,Limited,1,2026-07-02,7.4,0,0,0,0.0,0.0,8.0,Low
